document_srl,module_srl,title,YMD
18391,185,"PC모듈 사용 지원요청",2013-10
18389,185,"효성 담당자 게시판 계정사용권한 설정요청",2013-10
18327,185,"모피어스 웹뷰 파라미터",2013-10
18322,185,"네이티브 화면이 start page 인 경우",2013-10
18305,185,"[유지보수-LG생과] GPAD 로그인 오류 수정 요청의 건",2013-10
18302,185,"Rest 적용 PC 가상모듈 및 단순한 sample만 포함된 resource 요청건",2013-10
18296,185,"앱에 로딩시 비정상적으로 동작",2013-10
18291,185,"MSSQL 테이블 스크립트 부탁드립니다.",2013-10
18273,185,"안드로이드 retargetUrl 처리 관련 문의 입니다.",2013-10
18232,185,"기존 포맷에 맞지 않은 형태로 데이터를 주고 받는 부분 오류 ( ios 프로젝트 )",2013-10
18225,185,"기존 포맷에 맞지 않은 형태로 데이터를 주고 받는 과정 오류 ( ios 프로젝트 )",2013-10
18227,185,"강제 업데이트 모드 설정 flag 추가건",2013-10
18192,185,"모피어스 웹에 네이티브 탭바 구현",2013-10
18189,185,"안드로이드 프로젝트 설정 문의",2013-10
18176,185,"iOS7 에서의  디바이스 id 정보",2013-10
18141,185,"UI_UX_CSS 개발 가이드 산출물의 건",2013-10
18121,185,"UPNS 서버 산출물의 건",2013-10
18103,185,"모피어스 서버 산출물 문서",2013-10
18098,185,"로그인 페이지 먹통 되는 현상 확인 요청 건",2013-10
18074,185,"앱에서 인트로페이지 이외의 페이지에서 리소스 다운로드 요청시 무한로그 발생",2013-10
18060,185,"앱에서 지원 하지 않는 함수 확인 요청 건",2013-10
18046,185,"Native->UI 이동 시 onRestorePage() 함수가 여러번 호출됩니다.",2013-10
18044,185,"Gateway 서버 설치 파일 부탁드립니다.",2013-10
18023,185,"[현대백화점_fortify 보안툴을 통해 나온 이슈 해결의 건]",2013-10
18004,185,"맵 연동 관련 문의",2013-10
18001,185,"안드로이드 ui 화면에서 디바이스 키보드가 올라올 경우 화면 스크롤 가능여부 문의 드립니다.",2013-10
17998,185,"client network 설정시 timeout",2013-10
17940,185,"WNRequestDatePicker 호출시 APP 이 죽는 증상발생",2013-10
17929,185,"WNSetLocale(""en"") 된 후  WNPopupDatePicker 호출하면 앱 비정상종료",2013-10
17884,185,"프로젝트 인원으로 등록 요청",2013-10
17881,185,"동영상 재생에 관련하여 문의드립니다",2013-10
17862,185,"[현대하이스코-서버] 접속통계 자료 요청의 건",2013-10
17849,185,"[울산현대기아차-위험관리]바코드 스캐너 연동 확장개발",2013-10
17847,185,"DatePicker 오류",2013-10
17844,185,"기술보증기금 실 서버 설치 요청 건",2013-10
17819,185,"Morpheus 지원 단말기 상세규격",2013-10
17809,185,"Main화면에서 리소스 업데이트 되게 구현 하는 과정에서 Meap_admin 서버 죽는 현상 확인 요청 건",2013-10
17807,185,"[유지보수-LG생명과학] G패드(와이파이 전용)",2013-10
17804,185,"Front-End 개발 가이드",2013-10
17790,185,"앱 개발 시API 질문입니다",2013-10
17781,185,"농협생명 모바일창구 서버 JDBC Leak 발생에 관한 이슈",2013-10
17725,185,"모피어스 서버 연동 가이드 문서의 건",2013-10
17720,185,"ios 보안키패드 라이브러리 업데이트",2013-10
17694,185,"ABLE_Mobile 표준산출물 리스트 입니다.",2013-10
17691,185,"모피어스_표준산출물 리스트 입니다.",2013-10
17674,185,"세컴홈즈 블랙박스 CNT등록전문 오류사항 처리결과입니다.",2013-10
17668,185,"[Android] 폰연락처 오류사항",2013-10
17632,185,"농협생명 모바일창구확장개발 요청(End TO End 암복호화)",2013-10
17574,185,"iOS Morpheus1.1.6.14sl_9 라이브러리 배포 건",2013-10
17565,185,"대우건설 모바일 그룹웨어 iOS 업데이트 라이브러리 전달 건",2013-10
17517,185,"서버 개발 연동 규격서 및 메뉴얼 자료 참고의 건",2013-10
17402,185,"대우건설 모바일 점검 시스템 IOS PUSH 관련 문의",2013-10
17391,185,"스마트 앱 개발건",2013-10
17388,185,"[현대모비스-그룹웨어] 네이티브 패킹처리의 건",2013-10
17312,185,"클라이언트 추가 라이센스 발급의 건",2013-10
17285,185,"프로젝트 배포 및 가이드앱 / 개발 참고 자료의 건",2013-10
17283,185,"샘플 프로젝트 생성 및 라이센스 발급의 건",2013-10
17274,185,"모피어스 프로젝트에 바코드 관련 라이브러리를 추가하면 Lexical or Preprocessor issue가 발생합니다.",2013-10
17261,185,"멜리타 첨부 확장개발의 건(Native)",2013-10
17256,185,"보안키패드 상단 겹침 문의",2013-10
17231,185,"[현대오토에버-ABLE_Mobile] 앱의 실행속도 저하 문제",2013-10
17226,185,"Native->UI 호출 시에 파라메터가 넘어오지 않습니다.",2013-10
17224,185,"[하이카] 라이브러리 업데이트에 대한 서버소스 변경에 대한 지원",2013-10
17206,185,"통화중 녹취 오류",2013-10
17204,185,"신영증권 방문",2013-10
17198,185,방문,2013-10
17168,185,"iOS7 대응",2013-10
17143,185,"단말에 Client 접속 IP 표시건",2013-10
17140,185,"[하이카]사진촬영 후 업로드하는 방식에 대한 문의(여러장을 동시에)",2013-10
17077,185,"IOS7에서 팝업 시 좌우스크롤 발생",2013-10
17075,185,"SMRT메시지 미수신 관련 개선요청 사항",2013-10
17062,185,"SMRT메시지앱에서 수신 메시지에 대한 복수 선택 후 일괄 삭제 기능 처리해 주세요",2013-10
17041,185,"가이드앱 리소스 참고하세요.",2013-10
17015,185,"Android/iOS 개발 라이브러리와 샘플 코드를 요청",2013-10
17009,185,"GTOP 관련 수정 요청",2013-10
16987,185,"폰연락처 오류사항 문의",2013-10
16961,185,"초기비밀번호 접속 에러",2013-10
16965,185,"대우건설 모바일 그룹웨어 IOS 7 플랫폼 업데이트 후 속도 저하 이슈",2013-10
16958,185,"iOS7 관련 추가 버그 패치 라이브러리 전달 건(현대백화점)",2013-10
16756,185,"패키지명 변경시 오류",2013-10
16748,185,"안드로이드에서 홈버튼 누르는경우 onDestroy가 불려지는 문제",2013-10
16745,185,"IOS7에서 push 응답이 안오는 문제",2013-10
16735,185,"[기술지원-현대기아차-위험관리]QR 오류",2013-10
16697,185,"[기술지원-현대엠코-안드로이드]푸시 foreground, background 처리 요청",2013-10
16691,185,"inputBox 클릭시 화면상 Header, Footer 위치 문의 (iOS)",2013-10
16688,185,"AbleFrame1.2.8.22 전달 후 WNMoveToHtmlPage Undefine",2013-10
16636,185,"현재시점의 UI_UX 및 CSS 가이드 입니다.",2013-10
16629,185,"현재시점의 모피어스 서버 산출물 입니다.",2013-10
16620,185,"[리소스배포] 리소스 배포시 압축파일 내의 폴더 경로가 잘못되었을때 오류",2013-10
16602,185,"UPNS 수신확인 프로토콜이 정상적으로 동작하지 않는 것 같습니다.",2013-10
16586,185,"apros 프로젝트에 참여하는 리스트 입니다",2013-10
16510,185,현대설비관리,2013-10
16501,185,"리소스 배포 및 단말 적용 문의",2013-10
16499,185,"DB 이관에 관한 문의",2013-10
16461,185,"[기술지원-유지보수]UI 오류 대응의 건",2013-10
16453,185,"업무용 앱에서 AppManifest.xml 파일에서 운영/ 개발 URL 호출 되게 처리 할수 있는 방법 문의 건",2013-10
16450,185,"운영서버와 테스트 서버의 최신 소스가 틀립니다.",2013-10
16426,185,"[기술지원-현대하이스코_그룹웨어] 멜리타 확장개발 요청의 건",2013-10
16424,185,"[기술지원-신한생명]iOS7대응 추가 버그",2013-10
16419,185,"App Update 방식 변경 가이드 (직접 다운로드해서 설치화면으로 이동하도록 변경)",2013-10
16340,185,"iOS7 오류 관련 요청 드립니다.",2013-10
16316,185,"개발 관련 참고 자료의 건",2013-10
16298,185,"클라이언트 프로젝트 발급의 건",2013-10
16223,185,"농협생명 모바일창구 iOS 네이티브 확장개발 적용 지원요청",2013-09
16220,185,"morpheus의 common lib util에서 null pointer exception발생",2013-09
16215,185,"WNMoveToOpenOtherApp  으로 앱간 이동시 파라미터값 추가",2013-09
16206,185,"클라이언트 패키지 샘플 요청",2013-09
16119,185,"클라이언트 추가 라이센스 발급요청",2013-09
16113,185,"IOS7 PPAppdelegate.mm 내 didReceiveRemoteNotification 메소드 이슈",2013-09
16095,185,"대우건설 모바일 그룹웨어 IOS7패치건 요청",2013-09
16100,185,"조동수 팀장님 안드로이드 클라이언트 소스 올립니다.",2013-09
16087,185,"IOS7 패치 대응의 건",2013-09
16054,185,"샘플화면 구현",2013-09
16041,185,"PUSH서버-컨트롤러 부문 로그 분석요청",2013-09
16028,185,"보안키패드 상단바 겹침 현상 .",2013-09
15977,185,"안드로이드에서 화면 전환 시, 동작 오류 확인 요청건",2013-09
15970,185,"MorpheusAppDelegate.m의 moveToClearTopViewController 함수 오류 문의",2013-09
15932,185,"[IOS] IOS7 에서 팝업창 가로스크롤 생기는 문제",2013-09
15918,185,"안드로이드 Native코드에서 모피어스 화면으로 이동하려면 어떻게 해야하나요?",2013-09
15909,185,"LG 하우시스 그룹웨어 IOS7에서 개발모드로 동작이 안되는 문제",2013-09
15815,185,"app id 변경에 따른 서버 및 클라이언트 라이센스 배포 요청 건",2013-09
15799,185,"CBS registerPushUser 함수에서 고객명 한글이 고객DB에 깨져서 들어갑니다.",2013-09
15755,185,"iOS7 관련 추가 업데이트된 플랫폼 라이브러 전달 건",2013-09
15741,185,"리소스 배포 처리 중 오류",2013-09
15709,185,"IOS 7에서 alert 및 confirm 웹 메소드로 팝업창 띄울 시 버튼 이벤트 오동작 문의",2013-09
15689,185,"안드로이드 자동으로 전화걸기 방지 요청",2013-09
15685,185,"iOS 7관련하여 추가로 업데이트된 플랫폼 라이브러리 전달 건",2013-09
15668,185,"input box 입력 안되는 버그 문의",2013-09
15658,185,"push 테스트 샘플 앱 전달 건",2013-09
15652,185,"[현대카드-푸시] ABLE_Mobile에서 푸시 수신후 타겟페이지 연동에대한 가이드 문서 요청의 건",2013-09
15650,185,"[기술지원-iOS7]OS업그레이드에 따른 개발 방법론 관련 문의",2013-09
15643,185,"화면이동 안드로이드는 정상, ios는 비정상적 이동",2013-09
15640,185,"Android GCM 지원 문의",2013-09
15637,185,"[유지보수-iOS7대응]최신라이브러리 전달",2013-09
15622,185,"[기술지원-확장개발요청]이미지 편집 수정의 건",2013-09
15544,185,"유리클 사용 소스에 대한 사용처 표기 요청 건",2013-09
15516,185,"LG하우시스 모바일 그룹웨어 IOS7 대응 모피어스 Lib 요청",2013-09
15487,185,"컨트롤러 접속 시,",2013-09
15489,185,"iOS7 관련 추가 패치된 라이브러리 전달 건",2013-09
15416,185,"PDF 뷰어 IOS 샘플 소스의 건",2013-09
15392,185,"[유라클_개선 및 오류 사항 진행의 건]관련 소스 첨부-3",2013-09
15377,185,"[유라클_개선 및 오류 사항 진행의 건]관련 소스 첨부-2",2013-09
15366,185,"[유라클_개선 및 오류 사항 진행의 건]관련 소스 첨부-1",2013-09
15308,185,"하이카 다이렉트 보상용 앱(HIMS) 모피어스 라이브러리 교체요청",2013-09
15291,185,"ios7 input focus 이슈 입니다.",2013-09
15263,185,"[기술지원-안드로이드-네이티브확장] QR스캐너 확장 적용의 건",2013-09
15251,185,"ios7 업데이트 관련 버그 문의",2013-09
15225,185,"[기술지원-안드로이드]울산현대자동차 하자관리 안드로이드 최신 버전 요청",2013-09
15214,185,"아프러스시스템_안드로이드/IOS 프로젝트 발급의 건",2013-09
15174,185,"iOS 7대응 모피어스 플랫폼 라이브러리 배포 건",2013-09
15172,185,"WNOpenWebBrowser 를 통해서 브라우저를 호출하고 브라우저 내부에서 sms인증을 받고난후 그 값을 다시 모피어스페이지로",2013-09
15154,185,"iOS7 오류사항",2013-09
15152,185,"라이센스 및 프로젝트 발급의 건",2013-09
15135,185,"UX 및 CSS 개발가이드 문서의 건",2013-09
15133,185,"라이센스 및 프로젝트 생성 관련의 건",2013-09
15130,185,"iOS 7 업그레이드에 따른 모피어스 라이브러리 General Bug List 공지",2013-09
15125,185,"PDF 뷰어 탑재 가능 여부 문의 및 관련 소스 파일 공유 요청 건",2013-09
15064,185,"[재문의] 화면 전환시 APP 이 비정상적으로 종료되는 문제에 대한 문의",2013-09
15038,185,"추가라이센스 발급 요청의 건",2013-09
15027,185,"[기술지원-iOS7] iOS7 패치본 요청의 건",2013-09
15021,185,"[유지보수-안드로이드]보상용앱 대상단말기 에러확인 및 테스트 진행",2013-09
15001,185,"iOS7 업데이트후 에러 발생",2013-09
14965,185,"아이폰, 안드로이드 앱아이콘의 Badge Count 표시에 대한 가이드 요청드립니다.",2013-09
14962,185,"iOS 7 업그레이드 관련 라이브러리 배포 요청 건",2013-09
14951,185,"이벤트 로그 건 수 이상",2013-09
14942,185,"전문 데이타 업로드 시 오류",2013-09
14494,185,"현대 하이스코 고객사 IT구축",2013-09
14905,185,"기술 지원 사이트 등록 시 담당자 안보이는 이슈",2013-09
14871,185,"WNSetVariableToStorage, WNGetVariableFromStorage API와 NSUserDefaults의 저장경로가 다릅니다.",2013-09
14866,185,"앱버젼 체크를 위한 소스 확인 요청 건",2013-09
14849,185,"UI_UX_CSS 자료의 건",2013-09
14820,185,"push 발송 내역 조회시 오류",2013-09
14818,185,"[기술지원-현대엠코]하자관리 리뷰 및 버그 사항 가이드의 건",2013-09
14815,185,"WNHttpFileUpload 전송시 터치하면 전송이 중지 됩니다",2013-09
14789,185,"로그인 화면에서 13자리 체크 후 otp 에 대한 오류 해결 가이드",2013-09
14786,185,"파일 업로드 에러 확인 관련의 건",2013-09
14774,185,"앱이 백그라운드시 푸쉬 알림 후 알림을 클릭하면 화면 에러",2013-09
14756,185,"WNMoveToHtmlPage 함수를 사용시 actionType을 CLEAR_TOP으로 호출 시 두번호출되는 이슈",2013-09
14731,185,"push 모듈 적용 빌드 오류",2013-09
14727,185,"안드로이드 패키지명 변경 후 앱실행이 안됩니다.",2013-09
14693,185,"전달해주신 APNS 테스트앱이 빌드되지 않습니다.",2013-09
14685,185,"WNGetCommonMediaFiles 콜백 에러",2013-09
14673,185,"모피어스 및 PUSH ERD 전달해 드립니다.",2013-09
14661,185,"WNEncryptString 디코드 방법",2013-09
14657,185,"basic push 라이브러리 배포 관련의 건",2013-09
14641,185,"모피어스 admin 기능 요구 사항 적용 확인의 건",2013-09
14639,185,"웹(리소스) 위변조 적용 관련의 건",2013-09
14637,185,"WNGetAbleInfo 함수 에러",2013-09
14587,185,"프로젝트 실행시 start-page 찾지 못하는 현상",2013-09
14579,185,"Push 메시지 이동 문제",2013-09
14550,185,"Native 화면으로 CLEAR_TOP 이동시 동작Error",2013-09
14513,185,"클라이언트 라이센즈 발급요청드립니다.",2013-09
14511,185,"모피어스 Trial 버젼 요청의 건",2013-09
14507,185,"intro 페이지 인디케이트 영역 hidden 가이드 요청 건",2013-09
14496,185,"서버 이중화 시  리소스  동기화 설정 문의",2013-09
14488,185,"rest 통신 시 통계 데이터 파일 처리 지원 요청",2013-09
14449,185,"모피어스 서버에 리소스가 없는 경우 서버의 response 데이터 확인 요청",2013-09
14376,185,"라온 시큐어 모듈 적용",2013-09
14368,185,"리소스 업데이트 경로 확인 요청 건",2013-09
14300,185,"[기술지원-iOS/Android] 타앱간 연동 가이드 요청",2013-09
14281,185,"Push Android 적용 후 오류",2013-09
14276,185,"push 알림설정",2013-09
14236,185,"Uncaught ReferenceError 문의",2013-09
14200,185,"클라이언트 라이센스 발급요청",2013-09
14124,185,"푸시 메시지로 상세 페이지 진입시 컨텐츠 비어있는 버그",2013-09
14080,185,"PUSH서버에 서비스가 등록되어 있는데 PUSH메시지가 발송되지 않음",2013-09
14058,185,"리소스 업데이트 요청 시 서버 에러 로그 입니다.",2013-09
14046,185,"푸시 서비스 오류 관련 수정 요청",2013-09
13976,185,"이미지 메모 네이티브 적용 후 오류",2013-09
13917,185,"로그인시 오류",2013-09
13893,185,"ui->native 화면 이동간에 onResume() 호출되지 않은 오류 파악 요청",2013-09
13890,185,"[datepicker] 년월일 입력창에 글자수 제한 없는 현상",2013-09
13885,185,"[리소스배포]  리소스배포 화면에서 리소스 파일 리스트가 일부만 보이는 현상",2013-09
13871,185,"리소스 파일 등록 후 배포 버젼 입력 화면 로딩 안되는 현상 확인 요청 건",2013-09
13869,185,"[기술지원-푸시확장]APNS, GCM 샘플 요청의 건",2013-09
13821,185,"[기술지원-iOS] 현대카드 App 업데이트 후 설정값 clear",2013-09
13796,185,"모피어스 안드로이드 클라이언트에서 전체화면 보기가 적용되지 않습니다.",2013-09
13784,185,"효성ITX 리소스 다운로드 플랫폼 customzing (제품) 이슈의 건",2013-09
13768,185,"network manager error  문의",2013-09
13740,185,"모피어스 Client API 관련 문의",2013-09
13726,185,"농협생명 솔루션(백신,키보드보안,위변조방지) 적용 요청",2013-08
13722,185,"WNMoveToOpenOtherApp 인터페이스 함수 및 모피어스 앱간 데이터 연동 문의",2013-08
13719,185,"Push 와 컨텍스트 분리 지원 요청",2013-08
13331,185,"통계 로그 파일 사용자 id 파라미터 추가 건",2013-08
13327,185,"모피어스 클라이언트 라이센스 발급 요청",2013-08
13325,185,"리소스 다운로드",2013-08
13301,185,"PUSH 발송 장애",2013-08
13293,185,"storage  변수관련 api사용 문의",2013-08
13219,185,"ios 추가 클라이언트 라이센스 요청",2013-08
13215,185,"페이지 전환시 로딩 이미지 교체 및 삭제를 위한 Api 확인 요청 건",2013-08
13201,185,"모피어스 관련 문의 건",2013-08
13171,185,"[기술지원-UI 기능검토] 첨부된 UI 샘플 제작 요청의 건",2013-08
13169,185,"[서버]defaultJsonView 를 찾지못함",2013-08
13119,185,"다국어가 적용되지 않는 증상에 대한 문의",2013-08
13117,185,"화면 전환시 APP 이 비정상적으로 종료되는 문제에 대한 문의",2013-08
13024,185,"WNOpenWebBrowser 에 대한 문의드립니다.",2013-08
12939,185,"보안 키패드 관련 소스 전달 요청 건",2013-08
12920,185,"안드로이드 통신시 타임아웃 처리되지 않음",2013-08
12892,185,"Admin 통계 화면 오류",2013-08
12889,185,"WNPopupNormalChoice, WNPopupDatePicker 등 네이티브 화면 팝업 중복 띄워짐 현상",2013-08
12866,185,"수정보완 사항 요청(종합)",2013-08
12847,185,"모피어스/에이블모바일 관리자사이트 매뉴얼 요청",2013-08
12838,185,"안드로이드/ios auto-update 전문(rest) 통신 시 http method 'post' 변경 소스 요청",2013-08
12830,185,"모피어스 기술위키 서버 접속계정 운영팀 전달에 관한 건",2013-08
12827,185,"안드로이드 네이티브 인수인계 요청",2013-08
12795,185,"농협차세대 라이센스 요청",2013-08
12761,185,"잠금화면 설정 관련 자동 포커스 기능 및 키보드 제어 기능 확인 요청 건",2013-08
12749,185,"관리자 페이지 구축 일정 요청",2013-08
12678,185,"PUSH서버 시스템 다운 원인 분석 및 대처요청",2013-08
12669,185,"input 엘리먼트 포커스 이동시 스크롤 버그",2013-08
12556,185,"클라이언트 라이센스 요청",2013-08
12515,185,"PPNavigationController의 popToViewController 메소드가 정상적으로 동작하지 않습니다.",2013-08
12512,185,현대백화점_업무1,2013-08
12497,185,"방문 결과 등록 화면 Tab View 가로 스크롤 초기화 현상",2013-08
12468,185,"젤리빈이상에서 특정 화면 상이점 문의",2013-08
12441,185,"갤럭시 S4 버그",2013-08
12403,185,"리소스 업데이트 확인 시 에러 사항 확인 요청 건",2013-08
12401,185,"메시지 도착 노티 클릭시 로그인 페이지 에러 발생",2013-08
12387,185,"CSS 퍼블리싱 가이드의 건",2013-08
12376,185,"메시지앱에서 메시지 수신 쿼리 수정이 문제 발생",2013-08
12359,185,"현대정보기술 모피어스 플랫폼 기술 검토 및 Q&A 관련 미팅 동석 요청",2013-08
12328,185,"폰 주소록 일정확인 요청",2013-08
12325,185,"로컬 Resource 삭제방법",2013-08
12322,185,"일부 기종 오동작건 수정요청",2013-08
12319,185,"안드로이드 앱 업데이트 방식 변경",2013-08
12316,185,"Admin에서 앱 권한 부여 안되는 현상",2013-08
12281,185,"WNMoveToTakeQRCode() 옵션 수정 요청",2013-08
12245,185,"push 서비스 파라미터 샘플 요청",2013-08
12237,185,"신규프로젝트 배포의 건",2013-08
12212,185,"대우건설 모바일 점검 시스템",2013-08
12170,185,"Public Push 제품화의 건",2013-08
12060,185,"push token 추출",2013-07
12044,185,"대우건설 모바일 점검시스템 구축에 따른 모피어스 관련 미팅 요청",2013-07
12022,185,"운영서버 org.codehaus.jackson.map.JasonMappingException 관련 오류 수정요청",2013-07
12016,185,"iOS app2 라이센스 오류",2013-07
11994,185,"리소스 업데이트 방법에 대한 문의 사항 건",2013-07
11969,185,"APP 구분 이슈(소스포함)",2013-07
11964,185,"로그인 및 자동로그인 시 로그 테이블에 사번. 부서코드가 등록 되지 않은 문제 해결 요청",2013-07
11950,185,"APP 구분 건",2013-07
11947,185,"iPhone에서 +,- 버튼 안보이는 현상",2013-07
11944,185,"모피어스 관리자 페이지 admin 계정 비번 변경",2013-07
11919,185,"[현대-자동차조립영상정보시스템 확장 프로젝트] jdk1.5 오류 수정요청",2013-07
11882,185,"WIKI 관리자 계정 오류의 건",2013-07
11868,185,"농협생명 common lib 전달요청",2013-07
11855,185,"교육용 프로젝트 및 설치방법",2013-07
11833,185,"기업용 App Store 제품화의 건",2013-07
11814,185,"업데이트된 플렛폼 라이브러리 및 wn 확장 기능(사진,서명,http다운로드)추가에 따른 프로젝트 전달 건",2013-07
11799,185,"VPN유지 자동 로그인 시 로그인 기록 누락 관련 사항입니다.",2013-07
11777,185,"네이티브 화면 Activity 오류",2013-07
11753,185,"WNMoveToNativePage 안드로이드 연동",2013-07
11747,185,"iOS 클라이언트 구동시 오류",2013-07
11736,185,"IE8 스크립트 오류 확인 지원 요청 건",2013-07
11734,185,"디바이스 정보 확인 테스트 도중 통신사 정보 로그 메시지 나오지 않는 현상 확인 요청 건",2013-07
11727,185,"[현대-자동차조립영상정보시스템 확장 프로젝트] 에이블모바일 클라이언트 라이센스 요청",2013-07
11698,185,"푸쉬 알림 후 상단 노티를 제거하는 기능 요청.",2013-07
11685,185,"녹음 페이지 히스토리",2013-07
11611,185,"[현대하이스코(고객포탈)(ablemobile)] 클라이언트 라이센스 요청",2013-07
11594,185,"퍼브리싱 된 소스를 단말기에 띄웠을 때 이상현상 발생",2013-07
11552,185,"모피어스 클라이언트 라이센스 발급요청",2013-07
11550,185,"다른 앱(스마트온)에서 특정 메시지를 UPNS를 통해 수신하기 위한 API 요청",2013-07
11538,185,"WIKI PUSH (Public Push / UPNS) 자료 갱신의 건",2013-07
11530,185,"API 요청",2013-07
11527,185,"기업용 App Store 운영 매뉴얼의 건",2013-07
11509,185,"(ablemobile)클라이언트 라이센스 발급요청",2013-07
11495,185,"libBarCodeItf.a 링크 에러 문의",2013-07
11474,185,"에이블 설치 요청의 건",2013-07
11466,185,"[외부 라이브러리 적용건] 보안 키패드 적용을 위한 소스 검토 요청 건",2013-07
11418,185,"사진 돌아가는 현상 처리 지원",2013-07
11409,185,"로컬알림 기능 문의",2013-07
11347,185,"IOS용 QR코드 라이브러리 요청의 건",2013-07
11292,185,"[기술지원-도시철도공사-Android]SMRT Message App 수정요청의 건",2013-07
11181,185,"이클립스 안드로이드 프로젝트에서 res링크 설정 문의",2013-07
11169,185,"WNHttpFileUpload 문제",2013-07
11153,185,"QR코드 라이브러리 요청의 건",2013-07
11145,185,"기기 초기 비번 설정시 키보드가 내려가는 현상",2013-07
11142,185,"노트1 여전히 안됩니다.",2013-07
11127,185,"WNBackPage 함수에 대해",2013-07
11109,185,"리소스 배포 관련",2013-07
11106,185,"ABLE Mobile 교육 신청(현대자동차 조립 영상 파이롯트 프로젝트)",2013-07
11084,185,"농협차세대_다국어관련_Admin 서버 지원 관련의 건",2013-07
11067,185,"[기술지원-iOS/Android] 연락처 연동 API 제공 요청의 건",2013-07
11049,185,"에이블모바일 최신 프로젝트 요청",2013-07
11043,185,"클라이언트 라이센스 요청",2013-07
10984,185,"페이지 이동 기능에 대해서",2013-07
10968,185,"SMRT메시지 앱 백그라운드 프로세스에서 통신처리 하는 과정 설명이 필요합니다.",2013-07
10935,185,"SQLite BEGIN TRANS",2013-07
10914,185,"핸드폰 전원 깠다 켜면 SMRT 메시지 백그라운드 프로세스가 자동으로 실행되지 않습니다.",2013-07
10877,185,"옵티머스 뷰1 및 옵티머스 lte2 오류 사항 - 아래글 댓글이 안달립니다.ㅡㅡ",2013-07
10790,185,"사진 돌아가는 현상 외 4건",2013-07
10787,185,"데이터 통신 진행 인디케이터 관련 문의",2013-07
10778,185,"안드로이드 상에서 WNLocalDbOpen 사용시 DB 파일 위치 확인 방법",2013-07
10728,185,"클라이언트 라이센스 발급 요청",2013-07
10703,185,"WNHttpSendData 오류",2013-07
10662,185,"WNHttpUpdateResources 동작?",2013-07
10649,185,"네트워크 에러 메세지 처리",2013-07
10626,185,"프로젝트 진행 시 긴급 요청 사항",2013-07
10613,185,"리소스 배포에 관해서..",2013-07
10512,185,"PUSH 메시지 수신이 안되는 현상",2013-07
10486,185,"소스 리뷰 부탁드립니다.",2013-07
10484,185,"Uncaught TypeError: Cannot read property 'style' of null:2748",2013-07
10433,185,"IOS 인디게이터 콘트롤",2013-07
10426,185,"Http 통신 중 문제 발생",2013-07
10419,185,"PUSH서버 점검 요청",2013-07
10397,185,"프레임워크에서 제공하는 JSON 라이브러리가 있는지요?",2013-07
10379,185,"API Function not found",2013-07
10330,185,"접근성 (TalkBack 서비스) 오류 사항",2013-07
10320,185,"소스 리뷰 해주세요",2013-07
10298,185,"[아이폰4, 4S] POC 목록조회에서 상세조회로 화면이동시 오류",2013-07
10295,185,"음성 녹음 시 문제",2013-07
10284,185,"확장 Native 기술 지원 관련",2013-07
10276,185,"다시 비교 해주세요",2013-07
10256,185,"웹 뷰 컨트롤러 사이즈 문제",2013-07
10229,185,"컴파일시 js 파일 못찾는 에러 발생",2013-07
10220,185,"android exception 오류",2013-07
10209,185,"Morpheus 화면 오류 확인 요청건",2013-07
10199,185,"Map Dashboard 스크롤 문제",2013-07
10178,185,"UPNS 기능 정의서 자료의 건",2013-07
10147,185,"효성 ITX 프로젝트의 요청 및 확인사항입니다.",2013-07
10106,185,"텍스트 편집 중 커서 이동시 키보드가 내려가는 문제",2013-07
10067,185,"DX Android app. CRASHES & ANRS 에러리포트 전달",2013-07
10023,185,"push 서버 로그 분석 요청",2013-07
10013,185,"서버 에러 확인 요청 건",2013-07
10003,185,"apk 파일이 안드로이드 2.2 디바이스에서 설치가 되지않습니다.",2013-07
9967,185,"PUSH 확장 모듈 공통화 건",2013-07
9939,185,"[세윤CNS]교육용(edusample) 라이센스 적용 클라이언트 프로젝트 요청",2013-07
9934,185,"iOS / 시작 페이지 화면 오류(리소스 동적 업데이트 시 업데이트 전의 배경이미지가 남음)",2013-07
9888,185,"App 테스트 시 빌드 에러 확인 요청 건",2013-07
9882,185,"백신 라이브러리 업데이트 요청.",2013-07
9880,185,"push 대용량 발송 시 속도 개선",2013-07
9848,185,"[기술지원-iOS]화면캡쳐방지 적용 요청의 건",2013-07
9816,185,"모피어스 가이드앱 리소스의 건",2013-07
9794,185,"스마트 스토아에서 앱을 실행시킬 경우 로그인 전문호출이 되지않아 사용자 접수 통계에 문제가 있어요",2013-07
9762,185,"start page 멈춤현상 로그 문의",2013-07
9685,185,"메시지앱에서 메시지 도착 노티창에서 클릭을하면 로그인 페이지가 다르게 현시 됩니다.",2013-07
9663,185,"신한카드 / UDID API 사용으로 앱 등록 안되는 이슈 건",2013-07
9658,185,"리소스 복사 라이브러리 적용 및 afaria MDM 클라이어트 생성 지원 건",2013-07
9656,185,"기존 프로젝트 DatePicker 호출시 오류",2013-07
9641,185,이슈사항,2013-07
9596,185,"클라이언트 라이센스 요청",2013-07
9580,185,"App 난독화 서버관련",2013-07
9571,185,"노트1에서 비상버튼 동작 오류",2013-07
9532,185,"이전 화면 이동 오류",2013-06
9505,185,"Web Console 로그 안 찍히게 하는 방법 문의",2013-06
9487,185,"젤리빈 이슈(키패드 오류)",2013-06
